ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
981;2,3;-46,1;6,58;1,64;Negativno;Ne
982;1,6;-59,8;6,99;3,58;Negativno;Ne
983;3,6;-71,3;6,3;1,55;Negativno;Ne
984;14,4;-78,8;7,09;4,43;Negativno;Ne
985;7,7;-65,4;7,8;0,18;Negativno;Ne
986;2,3;-46,8;7,15;2,68;Negativno;Ne
987;6,6;-55,7;7,01;4,09;Negativno;Ne
988;0,7;-39,6;7,11;1,38;Negativno;Ne
989;14,8;-41,0;7,41;2,64;Pozitivno;Ne
990;4,0;-51,0;6,98;3,52;Negativno;Ne
991;8,4;-55,8;7,06;0,94;Negativno;Ne
992;1,7;-20,6;7,7;3,47;Negativno;Ne
993;11,3;-61,3;6,5;1,45;Negativno;Ne
994;9,5;-55,3;7,18;0,93;Negativno;Ne
995;9,2;-83,1;6,42;3,17;Negativno;Ne
996;6,8;-37,2;7,15;0,61;Negativno;Ne
997;1,6;-28,4;6,5;1,95;Negativno;Ne
998;14,9;-10,8;7,6;4,452292325334509;Pozitivno;Da
999;6,4;-51,6;7,35;4,6;Pozitivno;Ne
1000;12,1;-59,1;7,43;5,7;Negativno;Ne
1001;2,3;-50,1;6,85;2,96;Negativno;Da
1002;12,0;-68,0;7,03;5,31;Negativno;Ne
1003;13,2;-23,6;6,98;2,01;Negativno;Ne
1004;2,5;-61,1;6,79;5,89;Negativno;Ne
1005;1,5;-26,8;6,51;1,13;Negativno;Ne
1006;14,7;-75,9;7,22;5,62;Pozitivno;Ne
1007;1,2;-71,7;6,56;0,58;Negativno;Ne
1008;11,3;-49,8;7,12;2,86;Negativno;Ne
1009;11,8;-51,9;7,34;4,19;Negativno;Ne
1010;5,2;-40,4;7,04;1,18;Negativno;Ne
1011;6,7;-56,3;6,45;0,95;Negativno;Ne
1012;3,6;-10,8;7,08;4,485106602371023;Pozitivno;Da
1013;6,5;-22,8;7,6;2,88;Negativno;Ne
1014;5,6;-41,5;7,11;0,52;Negativno;Ne
1015;11,5;-51,4;6,93;0,12;Negativno;Ne
1016;11,4;-47,4;5,82;3,69;Negativno;Ne
1017;7,7;-76,4;6,57;1,05;Negativno;Ne
1018;6,0;-33,1;6,39;1,39;Negativno;Ne
1019;10,1;-39,6;6,36;4,35;Negativno;Ne
1020;2,7;-38,5;7,52;1,58;Negativno;Ne
1021;6,6;-39,2;7,76;2,16;Negativno;Ne
1022;13,6;-59,3;7,89;4,7;Negativno;Ne
1023;6,0;-64,0;6,72;5,53;Negativno;Ne
1024;11,7;-14,2;6,81;7,002292325334508;Pozitivno;Da
1025;13,5;-38,4;7,59;2,8;Negativno;Ne
1026;11,1;-40,6;6,83;2,83;Negativno;Ne
1027;13,0;-34,4;7,6;5,26;Negativno;Ne
1028;6,9;-43,0;7,3;3,83;Negativno;Ne
1029;11,1;-44,7;6,66;3,12;Negativno;Ne
1030;13,6;-32,9;5,95;0,22;Negativno;Ne
1031;9,1;-42,7;6,98;1,31;Negativno;Ne
1032;13,6;-58,7;7,04;5,18;Pozitivno;Ne
1033;10,2;-28,6;7,89;1,17;Negativno;Ne
1034;8,3;-5,5;7,17;7,425106602371024;Pozitivno;Da
1035;8,8;-62,0;7,66;5,25;Negativno;Ne
1036;13,0;-30,1;7,15;1,18;Negativno;Ne
1037;11,4;-28,4;7,63;5,22;Negativno;Ne
1038;9,9;-58,8;7,28;0,52;Negativno;Ne
1039;5,5;-43,7;6,49;1,41;Negativno;Ne
1040;6,4;-79,5;6,58;1,25;Negativno;Ne
1041;11,2;-51,9;7,45;0,93;Negativno;Ne
1042;13,2;-41,1;6,79;5,91;Negativno;Ne
1043;11,9;-67,8;7,5;5,92;Negativno;Ne
1044;4,2;-51,4;7,02;1,57;Negativno;Ne
1045;8,8;-32,6;5,48;5,59;Negativno;Ne
1046;5,1;-47,4;7,64;2,45;Negativno;Ne
1047;8,0;-35,3;7,18;3,24;Negativno;Ne
1048;2,7;-39,9;7,39;4,36;Negativno;Ne
1049;7,5;-37,3;7,42;2,59;Negativno;Ne
1050;6,8;-60,1;7,16;5,47;Negativno;Ne
1051;14,5;-54,2;7,15;2,53;Negativno;Ne
1052;13,7;-65,7;6,44;3,04;Negativno;Ne
1053;2,0;-56,5;7,26;5,93;Negativno;Ne
1054;8,7;-66,3;6,36;4,42;Negativno;Da
1055;14,1;-23,6;6,49;5,3;Negativno;Ne
1056;0,6;-39,4;7,31;2,78;Negativno;Ne
1057;15,0;-49,3;7,04;4,61;Negativno;Ne
1058;5,8;-61,4;7,06;3,73;Negativno;Ne
1059;6,4;-47,9;6,26;4,28;Negativno;Ne
1060;0,5;-58,8;6,67;4,99;Negativno;Ne
1061;6,7;-53,1;6,81;5,07;Negativno;Da
1062;1,6;-35,6;6,3;4,6;Negativno;Ne
1063;1,2;-56,2;6,42;5,46;Negativno;Ne
1064;0,1;-45,4;6,59;4,3;Negativno;Ne
1065;14,8;-40,0;6,47;3,29;Negativno;Ne
1066;6,4;-51,4;7,07;1,07;Negativno;Ne
1067;2,7;-67,2;7,42;1,4;Negativno;Ne
1068;9,0;-30,8;6,64;3,26;Pozitivno;Ne
1069;7,6;-51,9;5,75;5,36;Negativno;Ne
1070;4,6;-48,0;7,18;4,18;Negativno;Da
1071;0,9;-47,0;7,61;4,43;Negativno;Ne
1072;1,4;-59,6;6,16;4,83;Negativno;Ne
1073;8,8;-42,1;7,02;0,75;Negativno;Ne
1074;2,9;-56,6;6,47;1,53;Negativno;Da
1075;8,7;-47,2;7,54;2,26;Negativno;Ne
1076;14,7;-64,0;7,18;3,57;Negativno;Ne
1077;2,3;-39,9;7,44;4,02;Negativno;Ne
1078;0,8;-68,8;6,23;4,2;Negativno;Ne
1079;3,5;-46,1;6,88;3,49;Pozitivno;Ne
1080;3,2;-64,9;7,25;1,2;Negativno;Ne
1081;2,9;-31,9;6,59;4,96;Negativno;Ne
1082;8,7;-49,1;6,89;2,14;Negativno;Ne
1083;12,6;-62,3;7,23;1,44;Negativno;Ne
1084;0,6;-43,7;7,49;4,83;Negativno;Ne
1085;8,0;-17,9;7,29;6,372292325334508;Pozitivno;Da
1086;8,5;-75,8;6,76;4,87;Negativno;Ne
1087;10,4;-71,1;6,49;2,09;Negativno;Ne
1088;13,7;-53,0;7,32;4,16;Negativno;Ne
1089;8,2;-16,2;5,72;3,81;Negativno;Ne
1090;0,9;-60,5;6,32;2,13;Pozitivno;Ne
1091;8,1;-32,3;6,63;3,24;Negativno;Ne
1092;11,9;-8,3;7,19;3,5230943091646316;Pozitivno;Da
1093;5,9;-15,1;5,96;6,773094309164632;Pozitivno;Da
1094;11,0;-74,2;6,85;1,23;Negativno;Ne
1095;5,0;-40,9;6,82;5,98;Negativno;Ne
1096;6,5;-42,9;7,92;1,14;Negativno;Ne
1097;11,2;-54,2;7,21;5,58;Negativno;Ne
1098;10,7;-55,8;6,9;1,76;Negativno;Ne
1099;14,7;-54,8;7,05;3,89;Negativno;Ne
1100;14,6;-47,8;6,82;0,84;Negativno;Ne
1101;12,8;-40,2;7,83;3,23;Negativno;Ne
1102;3,4;-64,9;7,0;4,59;Negativno;Ne
1103;0,7;-51,8;7,35;5,23;Negativno;Ne
1104;12,7;-59,7;7,35;0,66;Negativno;Ne
1105;2,4;-52,1;7,76;0,85;Negativno;Ne
1106;14,1;-54,9;6,49;5,82;Negativno;Ne
1107;3,0;-36,0;7,16;0,41;Negativno;Ne
1108;3,0;-43,6;6,7;4,84;Negativno;Ne
1109;9,6;-42,0;6,62;1,63;Negativno;Da
1110;14,3;-63,9;7,02;4,0;Negativno;Ne
1111;11,6;-67,2;7,52;0,62;Negativno;Ne
1112;3,4;-46,4;7,66;4,41;Negativno;Ne
1113;8,5;-53,6;6,6;3,42;Negativno;Ne
1114;10,9;-54,1;7,11;0,42;Negativno;Ne
1115;11,9;-37,6;7,13;5,26;Negativno;Ne
1116;8,5;-56,3;6,52;2,51;Negativno;Ne
1117;4,8;-30,1;6,82;1,34;Negativno;Ne
1118;13,1;-39,7;7,18;5,55;Negativno;Ne
1119;13,6;-38,2;7,64;3,3;Negativno;Ne
1120;10,9;-49,3;7,19;0,28;Negativno;Ne
1121;12,2;-48,2;6,98;3,33;Negativno;Ne
1122;2,9;-74,0;6,53;0,98;Negativno;Ne
1123;11,7;-44,5;7,69;4,73;Negativno;Ne
1124;11,9;-43,7;7,53;3,94;Negativno;Ne
1125;2,2;-30,2;7,33;0,83;Negativno;Ne
1126;0,4;-51,4;7,28;3,27;Negativno;Ne
1127;4,6;-63,7;7,43;3,35;Negativno;Da
1128;0,4;-16,1;6,45;0,59;Pozitivno;Ne
1129;5,7;-62,1;6,26;5,94;Pozitivno;Ne
1130;2,6;-46,3;6,36;1,64;Negativno;Ne
1131;1,2;-50,1;6,93;1,31;Negativno;Ne
1132;9,3;-45,8;6,38;0,58;Negativno;Ne
1133;10,5;-44,2;7,26;5,11;Negativno;Ne
1134;4,1;-44,4;7,43;4,76;Negativno;Ne
1135;14,2;-11,2;6,77;3,5530943091646314;Pozitivno;Da
1136;8,2;-46,3;6,85;2,6;Negativno;Ne
1137;5,8;-17,5;7,3;3,75;Negativno;Ne
1138;6,8;-51,5;6,37;1,94;Negativno;Ne
1139;12,6;-52,0;6,11;0,9;Negativno;Ne
1140;5,0;-68,2;6,95;1,37;Negativno;Ne
1141;12,3;-61,4;7,0;1,06;Negativno;Da
1142;1,4;-27,8;6,92;2,65;Negativno;Ne
1143;7,5;-31,9;8,17;3,32;Negativno;Ne
1144;7,6;-40,4;6,79;3,52;Negativno;Ne
1145;13,1;-86,1;7,16;4,76;Negativno;Ne
1146;13,7;-47,9;7,71;0,98;Negativno;Ne
1147;7,8;-39,6;7,53;4,34;Negativno;Ne
1148;8,4;-50,2;6,36;3,34;Negativno;Ne
1149;6,1;-52,7;7,09;2,92;Negativno;Ne
1150;4,5;-39,1;7,06;4,8;Negativno;Ne
1151;10,8;-59,2;6,72;5,05;Negativno;Ne
1152;7,8;-45,7;6,7;0,64;Negativno;Da
1153;11,6;-34,6;6,87;4,88;Negativno;Ne
1154;9,9;-84,7;8,1;0,61;Negativno;Ne
1155;8,8;-38,1;7,06;5,82;Negativno;Ne
1156;0,6;-71,2;7,87;5,64;Negativno;Ne
1157;4,5;-55,9;5,99;1,93;Negativno;Da
1158;8,7;-44,0;7,51;0,62;Negativno;Ne
1159;10,5;-58,8;7,45;3,35;Negativno;Ne
1160;11,7;-59,8;6,79;4,2;Negativno;Ne
1161;14,5;-80,2;7,04;5,36;Negativno;Ne
1162;5,2;-14,1;7,0;7,465106602371023;Pozitivno;Da
1163;4,9;-54,8;6,26;1,38;Pozitivno;Da
1164;2,0;-70,5;6,42;0,52;Negativno;Ne
1165;1,8;-26,2;6,72;1,96;Negativno;Ne
1166;7,2;-31,4;6,47;1,73;Negativno;Ne
1167;13,2;-71,0;7,43;1,29;Negativno;Ne
1168;7,8;150,0;-2,0;0,9;Pozitivno;Ne
1169;13,0;-59,6;8,09;0,53;Negativno;Ne
1170;6,4;-41,6;7,07;2,49;Negativno;Ne
1171;11,4;-52,3;7,11;0,31;Negativno;Ne
1172;10,4;-30,4;7,42;4,46;Negativno;Ne
1173;5,1;-63,8;6,54;1,37;Negativno;Ne
1174;7,4;-67,5;7,3;5,13;Negativno;Ne
1175;6,1;-67,3;7,22;4,37;Negativno;Ne
1176;14,4;-43,5;6,66;0,76;Negativno;Da
1177;0,2;-57,7;7,23;3,15;Negativno;Ne
1178;4,1;-28,0;7,18;4,64;Negativno;Ne
1179;13,5;-37,0;6,54;3,91;Negativno;Ne
1180;5,8;-38,7;7,97;1,1;Negativno;Ne
1181;12,4;-45,3;6,76;0,14;Negativno;Ne
1182;8,3;-58,6;6,43;4,18;Negativno;Ne
1183;0,7;-15,2;6,9;1,2;Negativno;Ne
1184;0,6;-48,4;6,89;3,09;Negativno;Ne
1185;6,5;-48,2;7,37;0,78;Negativno;Ne
1186;10,4;-19,7;6,91;8,762292325334508;Pozitivno;Da
1187;10,0;-82,6;7,72;4,34;Negativno;Ne
1188;2,8;-39,2;7,07;3,08;Negativno;Ne
1189;13,7;-32,9;6,54;0,95;Negativno;Ne
1190;13,4;-25,8;6,05;5,21;Negativno;Ne
1191;3,0;-77,9;6,42;1,6;Negativno;Ne
1192;8,7;-37,4;7,26;3,75;Negativno;Ne
1193;2,4;-56,7;7,35;5,57;Negativno;Ne
1194;6,0;-37,1;6,6;5,77;Negativno;Ne
1195;14,1;-10,1;7,16;4,775106602371023;Pozitivno;Da
1196;10,1;-48,3;7,41;5,66;Negativno;Ne
1197;12,3;-26,7;6,91;3,94;Negativno;Ne
1198;6,8;-66,5;6,59;1,98;Negativno;Ne
1199;6,8;-71,6;7,25;3,36;Negativno;Ne
1200;2,6;-42,1;6,47;1,1;Negativno;Ne
1201;12,2;-49,7;6,42;1,34;Pozitivno;Ne
1202;2,6;-75,4;7,8;5,9;Negativno;Ne
1203;11,7;-65,0;6,83;0,56;Negativno;Ne
1204;3,2;-31,8;6,36;1,5;Negativno;Ne
1205;13,0;-64,3;7,39;5,51;Negativno;Ne
1206;7,5;-21,4;8,34;3,24;Negativno;Ne
1207;10,0;-43,6;7,0;0,55;Negativno;Ne
1208;12,5;-43,8;6,93;5,71;Negativno;Ne
1209;7,6;-54,9;6,78;0,15;Negativno;Ne
1210;2,4;-40,9;8,02;5,98;Negativno;Ne
1211;9,7;-42,4;6,45;4,64;Negativno;Ne
1212;0,7;-46,9;6,25;0,54;Negativno;Ne
1213;8,5;-74,6;7,47;1,37;Negativno;Ne
1214;6,6;-63,7;7,05;5,56;Negativno;Ne
1215;14,3;-38,3;6,2;0,89;Negativno;Ne
1216;8,9;-30,9;5,85;0,74;Negativno;Ne
1217;5,1;-42,1;6,68;3,75;Negativno;Ne
1218;7,0;-44,5;7,13;4,77;Negativno;Ne
1219;13,2;-7,5;6,66;5,982292325334508;Pozitivno;Da
1220;10,4;-28,9;7,23;1,26;Negativno;Ne
1221;2,5;-47,1;7,11;2,77;Negativno;Ne
1222;1,1;-38,8;7,0;1,04;Negativno;Ne
1223;4,3;-30,7;6,54;1,27;Negativno;Ne
1224;6,6;-71,5;6,29;2,37;Negativno;Ne
1225;4,5;-51,1;6,56;1,97;Negativno;Ne
1226;0,6;-64,0;7,17;1,0;Negativno;Ne
1227;1,8;-38,5;7,22;4,4;Pozitivno;Ne
1228;3,1;-38,1;7,36;4,13;Negativno;Ne
1229;6,4;-8,3;6,38;3,86;Negativno;Ne
1230;7,3;-46,7;7,59;2,33;Pozitivno;Ne
1231;9,9;-42,2;6,72;2,4;Negativno;Ne
1232;11,7;-51,8;7,84;1,56;Negativno;Ne
1233;9,3;-51,5;7,14;1,09;Negativno;Ne
1234;3,2;-75,4;6,99;0,66;Negativno;Ne
1235;7,3;-37,2;6,84;1,8;Negativno;Ne
1236;11,1;-44,8;6,79;1,15;Negativno;Ne
1237;1,4;-48,0;7,23;5,11;Pozitivno;Ne
1238;1,9;-61,1;7,3;1,04;Negativno;Ne
1239;8,9;-43,6;7,89;0,53;Negativno;Ne
1240;3,3;-55,9;6,07;1,48;Negativno;Ne
1241;4,0;-4,4;6,88;3,43;Negativno;Ne
1242;9,2;-47,2;7,36;5,9;Negativno;Ne
1243;11,0;-83,1;6,92;2,66;Negativno;Ne
1244;10,5;-64,1;7,08;3,97;Negativno;Ne
1245;1,9;-29,7;7,25;3,12;Negativno;Ne
1246;5,0;-42,3;7,5;5,79;Pozitivno;Ne
1247;10,5;-56,2;6,67;5,82;Negativno;Ne
1248;3,1;-41,9;7,05;0,96;Negativno;Ne
1249;5,2;-51,0;5,94;4,14;Negativno;Ne
1250;2,6;-63,3;7,63;2,44;Negativno;Ne
1251;4,8;-11,2;6,98;8,392292325334509;Pozitivno;Da
1252;1,8;-66,2;6,45;1,01;Negativno;Ne
1253;11,6;-27,5;6,37;2,5;Negativno;Ne
1254;2,4;-15,3;6,51;7,932292325334508;Pozitivno;Da
1255;3,8;-25,9;7,8;2,14;Negativno;Ne
1256;1,0;-55,9;6,91;3,42;Negativno;Ne
1257;9,4;-45,2;6,83;1,39;Negativno;Ne
1258;9,3;-63,6;6,99;1,82;Negativno;Ne
1259;7,5;-55,3;6,67;5,02;Negativno;Ne
1260;13,9;-36,8;7,0;1,35;Negativno;Ne
1261;7,9;-51,1;7,22;2,93;Negativno;Ne
1262;1,8;-37,3;6,69;5,82;Negativno;Ne
1263;10,3;-68,7;7,27;4,59;Negativno;Ne
1264;14,1;-55,3;6,89;2,84;Negativno;Da
1265;2,6;-38,6;6,58;2,24;Negativno;Ne
1266;11,7;-66,1;6,91;2,28;Negativno;Ne
1267;1,9;-49,9;7,08;1,53;Negativno;Ne
1268;5,8;-38,9;8,41;4,29;Negativno;Ne
1269;12,3;-40,7;6,78;4,82;Negativno;Ne
1270;11,9;-65,5;6,89;0,15;Negativno;Ne
1271;14,2;-76,5;7,04;5,49;Negativno;Ne
1272;8,2;-62,5;7,45;0,91;Negativno;Ne
1273;7,5;-68,9;7,36;2,48;Negativno;Da
1274;5,6;-57,5;6,49;4,09;Negativno;Ne
1275;13,4;-73,4;7,11;4,67;Negativno;Ne
1276;0,3;-48,6;7,31;0,69;Negativno;Ne
1277;4,6;-60,7;6,17;2,19;Negativno;Da
1278;5,6;-73,4;6,78;1,14;Negativno;Ne
1279;4,2;-33,4;8,36;0,84;Negativno;Ne
1280;11,2;-52,5;6,91;4,51;Negativno;Ne
1281;13,7;-38,2;7,36;3,71;Pozitivno;Ne
1282;5,5;-59,9;6,43;4,46;Negativno;Ne
1283;13,1;-7,3;5,48;7,253094309164632;Pozitivno;Da
1284;14,3;-86,2;7,77;5,42;Negativno;Ne
1285;6,4;-35,0;7,23;0,6;Negativno;Ne
1286;6,7;-38,5;7,25;4,75;Negativno;Da
1287;1,7;-60,7;7,14;5,07;Negativno;Ne
1288;8,3;-52,1;5,89;1,4;Negativno;Ne
1289;11,8;-37,7;6,8;5,21;Negativno;Ne
1290;13,7;-26,7;8,01;4,08;Negativno;Ne
1291;4,3;-57,7;7,12;5,31;Negativno;Ne
1292;3,9;-35,9;7,8;2,6;Negativno;Ne
1293;4,8;-32,6;7,08;2,16;Negativno;Ne
1294;0,2;-42,4;7,68;1,57;Negativno;Ne
1295;14,9;-76,6;6,63;2,52;Pozitivno;Ne
1296;1,3;-68,8;6,56;3,73;Negativno;Ne
1297;4,3;-57,8;5,85;4,85;Negativno;Ne
1298;13,3;-50,6;7,16;5,94;Negativno;Da
1299;14,2;-41,0;6,77;3,57;Negativno;Ne
1300;6,2;-44,8;6,49;3,12;Negativno;Ne
1301;0,9;-7,8;7,33;9,912292325334509;Pozitivno;Da
1302;0,8;-47,5;7,36;5,56;Negativno;Ne
1303;2,4;-58,0;6,94;0,77;Negativno;Ne
1304;14,0;-39,3;7,7;2,24;Negativno;Ne
1305;2,4;-55,5;6,37;1,56;Negativno;Ne
1306;12,7;-32,7;6,16;5,53;Negativno;Ne
1307;2,6;-51,1;7,49;0,49;Negativno;Ne
1308;0,5;-41,9;6,94;2,57;Negativno;Ne
1309;9,5;-73,7;6,49;0,6;Negativno;Ne
1310;0,4;-46,4;6,98;0,68;Negativno;Ne
1311;8,5;-53,0;7,2;3,11;Pozitivno;Ne
1312;0,9;-18,0;7,29;4,72;Negativno;Ne
1313;8,6;-35,1;7,89;1,98;Negativno;Ne
1314;0,3;-37,3;7,12;0,33;Negativno;Ne
1315;0,9;-55,6;6,79;5,79;Negativno;Ne
1316;3,6;-18,6;6,39;0,8;Negativno;Ne
1317;4,4;-61,9;6,14;1,26;Negativno;Ne
1318;11,6;-36,3;7,32;4,68;Negativno;Ne
1319;1,8;-7,9;8,05;6,335106602371023;Pozitivno;Da
1320;13,2;-26,5;6,92;3,85;Negativno;Ne
1321;4,6;-59,4;7,96;2,8;Negativno;Ne
1322;12,3;-53,4;6,14;0,3;Negativno;Ne
1323;10,5;-21,3;6,98;5,49;Negativno;Ne
1324;8,5;-56,3;7,1;0,16;Negativno;Ne
1325;7,3;-45,4;6,79;2,36;Pozitivno;Ne
1326;3,6;-56,9;6,79;4,13;Negativno;Da
1327;3,1;-57,0;6,68;0,57;Negativno;Ne
1328;9,1;-34,7;6,81;0,18;Negativno;Ne
1329;6,8;-74,9;6,96;1,05;Negativno;Ne
1330;0,4;-44,2;7,04;3,03;Negativno;Ne
1331;8,0;-56,8;6,62;4,79;Negativno;Ne
1332;1,8;-27,3;6,72;0,34;Negativno;Ne
1333;0,9;-36,4;6,82;5,12;Negativno;Ne
1334;5,2;-43,2;7,1;1,75;Negativno;Ne
1335;12,4;-48,2;7,41;3,49;Negativno;Ne
1336;7,3;-68,0;7,72;5,85;Negativno;Ne
1337;11,8;-51,3;7,24;5,75;Negativno;Ne
1338;12,2;-26,7;7,13;1,9;Negativno;Ne
1339;13,1;-16,9;7,24;3,19;Negativno;Ne
1340;8,5;-41,0;7,14;2,84;Negativno;Ne
1341;3,1;-33,7;6,94;3,05;Negativno;Ne
1342;13,9;-50,6;7,48;2,66;Negativno;Ne
1343;6,1;-75,9;7,04;2,0;Negativno;Da
1344;3,9;-57,1;7,11;4,01;Negativno;Ne
1345;9,0;2,8;7,84;5,15;Negativno;Da
1346;7,5;-60,3;6,7;0,17;Negativno;Ne
1347;14,0;-37,6;7,18;2,51;Negativno;Ne
1348;12,0;-29,4;6,89;2,45;Negativno;Ne
1349;11,4;-39,9;7,39;5,43;Pozitivno;Ne
1350;1,4;-15,3;6,46;8,815106602371024;Pozitivno;Da
1351;5,7;-27,9;6,25;1,91;Negativno;Ne
1352;3,8;-48,6;7,55;2,72;Negativno;Ne
1353;14,8;-69,6;7,83;0,37;Negativno;Ne
1354;5,7;-55,0;6,31;0,84;Negativno;Ne
1355;2,8;-66,0;6,75;5,48;Negativno;Ne
1356;10,9;-55,4;7,56;2,62;Negativno;Ne
1357;0,4;-57,4;7,84;2,9;Negativno;Ne
1358;11,1;-26,3;7,18;2,17;Negativno;Ne
1359;13,5;-58,2;6,46;4,18;Negativno;Ne
1360;4,0;-54,1;7,35;4,32;Negativno;Ne
1361;4,0;-31,5;6,88;1,18;Negativno;Ne
1362;9,9;-55,4;7,44;2,91;Pozitivno;Ne
1363;11,7;-47,9;7,22;2,05;Negativno;Ne
1364;13,8;-13,8;6,17;7,572292325334509;Pozitivno;Da
1365;1,1;-11,7;6,97;8,733094309164631;Pozitivno;Da
1366;9,2;-53,8;6,64;4,16;Pozitivno;Ne
1367;9,7;-53,0;7,2;1,32;Negativno;Ne
1368;3,3;-66,2;6,97;4,82;Negativno;Ne
1369;2,9;-93,7;6,54;1,15;Negativno;Ne
1370;4,9;-55,7;7,37;1,14;Negativno;Ne
1371;3,0;-6,5;6,75;8,985106602371022;Pozitivno;Da
1372;1,4;-33,0;6,82;3,74;Negativno;Ne
1373;12,6;-43,0;7,38;3,89;Negativno;Ne
1374;3,3;-45,3;6,6;3,22;Negativno;Ne
1375;12,3;-53,5;7,11;0,44;Negativno;Ne
1376;8,9;-71,7;6,67;4,09;Negativno;Ne
1377;10,7;-38,3;6,79;4,46;Negativno;Ne
1378;6,7;-46,4;7,52;1,94;Pozitivno;Ne
1379;6,8;-46,6;7,33;4,65;Negativno;Ne
1380;12,8;-55,1;7,24;5,57;Negativno;Ne
1381;3,1;-66,6;6,92;4,89;Negativno;Ne
1382;3,2;-51,9;7,47;2,91;Negativno;Ne
1383;9,1;-55,2;6,31;0,76;Negativno;Ne
1384;9,5;-47,3;7,28;5,69;Negativno;Ne
1385;10,9;-39,4;7,64;5,42;Negativno;Ne
1386;2,7;-54,1;7,39;1,65;Pozitivno;Ne
1387;12,5;-48,7;7,34;3,65;Negativno;Da
1388;7,1;-51,3;7,65;0,68;Negativno;Ne
1389;2,7;-25,7;6,99;2,18;Negativno;Ne
1390;0,2;-66,1;7,23;2,05;Negativno;Ne
1391;14,0;-50,9;7,04;0,75;Negativno;Ne
1392;14,5;-53,9;7,63;3,3;Negativno;Ne
1393;9,7;-62,2;7,39;4,64;Pozitivno;Ne
1394;14,0;-57,8;6,78;1,46;Negativno;Ne
1395;13,9;-43,9;6,89;5,82;Negativno;Ne
1396;4,7;-25,4;7,48;1,56;Negativno;Ne
1397;10,5;-52,2;6,26;4,74;Negativno;Ne
1398;4,8;-43,7;8,3;1,65;Negativno;Ne
1399;13,3;-83,7;6,16;5,3;Negativno;Ne
1400;5,4;-50,1;7,66;3,6;Negativno;Ne
1401;4,6;-73,7;6,49;2,26;Negativno;Ne
1402;9,9;-59,1;7,18;1,16;Negativno;Ne
1403;13,3;-37,7;6,94;4,61;Negativno;Ne
1404;1,6;-43,8;6,8;3,87;Pozitivno;Ne
1405;1,0;-31,6;7,12;3,01;Negativno;Ne
1406;14,5;-59,3;7,07;1,6;Negativno;Ne
1407;12,9;-40,4;6,86;4,73;Negativno;Ne
1408;4,9;-60,8;6,78;2,04;Negativno;Ne
1409;1,7;-33,1;6,53;3,27;Negativno;Ne
1410;9,7;-30,9;7,04;0,78;Negativno;Ne
1411;4,6;-41,8;6,77;1,83;Pozitivno;Ne
1412;2,6;-49,0;7,22;2,04;Negativno;Ne
1413;10,2;-56,5;7,7;4,8;Negativno;Ne
1414;8,2;-30,8;6,7;3,22;Negativno;Ne
1415;10,4;-50,4;6,36;5,63;Negativno;Ne
1416;10,0;-40,3;7,06;2,07;Negativno;Da
1417;5,3;-46,1;7,57;1,65;Negativno;Ne
1418;4,2;-30,1;6,47;1,06;Negativno;Ne
1419;10,8;-48,8;6,5;1,02;Negativno;Ne
1420;5,1;-71,9;6,19;5,53;Negativno;Ne
1421;3,4;-57,5;6,99;0,24;Negativno;Ne
1422;12,7;-42,2;7,42;3,96;Negativno;Ne
1423;15,0;-55,9;6,64;3,3;Negativno;Ne
1424;14,4;-59,1;7,73;1,03;Negativno;Ne
1425;0,5;-45,1;7,35;1,45;Negativno;Ne
1426;0,5;-50,4;6,81;0,35;Negativno;Ne
1427;12,6;-45,6;7,3;2,3;Negativno;Ne
1428;12,8;-15,5;7,0;5,3;Negativno;Ne
1429;7,8;-53,6;6,91;1,63;Negativno;Ne
1430;2,9;-64,1;7,12;3,12;Negativno;Ne
1431;4,9;-47,2;6,78;0,93;Negativno;Ne
1432;0,7;-77,6;7,32;2,62;Negativno;Ne
1433;12,8;-31,1;6,53;0,5;Negativno;Ne
1434;3,2;-36,3;7,28;4,89;Pozitivno;Ne
1435;4,8;-50,8;7,52;1,75;Negativno;Ne
1436;11,4;-47,3;6,08;0,53;Negativno;Ne
1437;6,4;-42,6;6,69;4,67;Negativno;Da
1438;7,8;-22,3;8,31;1,25;Negativno;Ne
1439;12,6;-55,7;6,55;4,98;Negativno;Ne
1440;0,7;-28,2;7,0;5,56;Negativno;Ne
1441;14,0;-66,5;7,48;5,02;Negativno;Ne
1442;4,7;-53,8;6,84;4,41;Negativno;Ne
1443;6,7;-59,9;7,28;4,42;Negativno;Ne
1444;8,0;-65,2;5,98;2,97;Negativno;Ne
1445;13,1;-32,3;7,4;1,16;Negativno;Ne
1446;3,1;-55,6;6,84;3,62;Negativno;Ne
1447;7,4;-64,9;7,32;3,84;Negativno;Ne
1448;14,1;-49,3;6,91;1,95;Negativno;Ne
1449;0,7;-79,0;6,87;1,53;Negativno;Ne
1450;7,0;-44,4;6,61;4,04;Negativno;Da
1451;8,7;-44,6;6,93;2,66;Negativno;Ne
1452;6,3;-70,3;7,01;2,79;Negativno;Ne
1453;11,6;-36,8;6,61;5,0;Negativno;Da
1454;1,7;-56,4;7,86;1,81;Negativno;Ne
1455;4,5;-34,9;6,51;2,37;Negativno;Ne
1456;7,0;-59,9;7,2;5,26;Negativno;Ne
